Id,Name,Account.Name,Account.CreatedDate,Account.CreatedBy.Name,Account.LastModifiedBy.Name,Account.LastModifiedDate,AccountId,StageName,Close_Stage_Main_Reason__c,CurrencyIsoCode,Revenue__c,Fee_Revenue__c,CreatedBy.Name,CreatedDate,LastModifiedBy.Name,LastModifiedDate
0065a0000140DMOAA2,Assurant Move Office/WHSE,"Assurant, Incorporated",2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:25:40.000+0000,0015a00002oHt2gAAC,Settled,,USD,25440,0,Data Migration AMPDS,2022-02-28T19:10:37.000+0000,Data Migration AMPDS,2022-05-24T07:03:11.000+0000
0065a00001408VUAAY,KPM401 Covid Re-entry Signage,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,1000,0,Data Migration AMPDS,2021-07-26T20:26:27.000+0000,Data Migration AMPDS,2022-05-22T20:26:11.000+0000
0065a00001408VTAAY,Temporary Signage Assessment - Phase 2 Assessment Fee,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,50000,0,Data Migration AMPDS,2021-06-18T15:50:41.000+0000,Data Migration AMPDS,2022-05-22T20:26:11.000+0000
0065a00001408TiAAI,Temporary Storage Assessment - Phase 1 Discovery Fee,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,21000,0,Data Migration AMPDS,2021-06-10T17:40:00.000+0000,Data Migration AMPDS,2022-05-22T20:24:37.000+0000
0065a00001408RlAAI,KPWA Sharepoint Discovery,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,35000,0,Data Migration AMPDS,2022-04-15T13:27:28.000+0000,Data Migration AMPDS,2022-05-22T20:22:23.000+0000
0065a00001408R1AAI,KPWA NFS Brand Positioning,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Target,,USD,50000,0,Data Migration AMPDS,2021-08-13T21:25:21.000+0000,Data Migration AMPDS,2022-05-22T20:22:49.000+0000
0065a0000140FptAAE,LEED Feasibility Denver,"Flir Systems, Incorporated",2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T20:46:13.000+0000,0015a00002oHs57AAC,Settled,,USD,5000,0,Data Migration AMPDS,2020-12-07T12:35:18.000+0000,Data Migration AMPDS,2022-05-24T11:01:12.000+0000
0065a0000140FbuAAE,Development,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Target,,USD,0,0,Data Migration AMPDS,2021-03-05T14:34:08.000+0000,Data Migration AMPDS,2022-05-24T10:55:52.000+0000
0065a0000140GzeAAE,PIT: Assurant,"Assurant, Incorporated",2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:25:40.000+0000,0015a00002oHt2gAAC,Lost,,USD,10000,0,Data Migration AMPDS,2021-08-20T19:43:47.000+0000,Data Migration AMPDS,2022-05-24T11:12:47.000+0000
0065a0000140GDxAAM,Office Consolidation/Decommission,"Assurant, Incorporated",2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:25:40.000+0000,0015a00002oHt2gAAC,Settled,,USD,75000,0,Data Migration AMPDS,2021-08-16T12:05:36.000+0000,Data Migration AMPDS,2022-05-24T11:06:21.000+0000
0065a0000140HpcAAE,Staff Augmentation,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,62700,0,Data Migration AMPDS,2020-05-08T16:56:15.000+0000,Data Migration AMPDS,2022-05-24T11:31:12.000+0000
0065a0000140IYMAA2,COVID Offboarding,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Lost,,USD,112433,0,Data Migration AMPDS,2022-01-28T16:25:49.000+0000,Data Migration AMPDS,2022-05-24T11:40:06.000+0000
0065a0000140J0NAAU,Belk Inspections,Belk,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:21:32.000+0000,0015a00002oHs6JAAS,Settled,,USD,20000,0,Data Migration AMPDS,2021-10-14T18:55:17.000+0000,Data Migration AMPDS,2022-05-24T11:48:53.000+0000
0065a0000140IjdAAE,KP Move Management Consulting,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Lost,,USD,35000,0,Data Migration AMPDS,2021-03-19T19:16:33.000+0000,Data Migration AMPDS,2022-05-24T11:43:52.000+0000
0065a0000140Ik6AAE,KP Pasadena RPM,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,100000,0,Data Migration AMPDS,2021-09-23T18:16:28.000+0000,Data Migration AMPDS,2022-05-24T11:43:52.000+0000
0065a0000140IgMAAU,Harrisburg Federal Courthouse Relocation,GSA,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Kameshia Freeman,2022-05-26T22:01:35.000+0000,0015a00002oHtCyAAK,Lost,,USD,346800,0,Data Migration AMPDS,2020-10-07T18:36:36.000+0000,Data Migration AMPDS,2022-05-24T11:42:45.000+0000
0065a0000140IhaAAE,William J. Green Federal Building Move Management,GSA,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Kameshia Freeman,2022-05-26T22:01:35.000+0000,0015a00002oHtCyAAK,Settled,,USD,0,0,Data Migration AMPDS,2020-11-12T15:54:24.000+0000,Data Migration AMPDS,2022-05-24T11:43:25.000+0000
0065a0000140ILrAAM,Variable support for Capital Plan,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,400000,0,Data Migration AMPDS,2020-07-15T18:58:06.000+0000,Data Migration AMPDS,2022-05-24T11:36:16.000+0000
0065a0000140IFLAA2,GSA Multiple Projects,GSA,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Kameshia Freeman,2022-05-26T22:01:35.000+0000,0015a00002oHtCyAAK,Lost,,USD,0,0,Data Migration AMPDS,2020-11-13T01:57:13.000+0000,Data Migration AMPDS,2022-05-24T11:48:53.000+0000
0065a0000140HThAAM,KP Atlanta Move Management 2021,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Lost,,USD,255000,0,Data Migration AMPDS,2021-02-04T18:44:49.000+0000,Data Migration AMPDS,2022-05-24T11:20:28.000+0000
0065a0000140HUKAA2,Carpet Replacement Program,Belk,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:21:32.000+0000,0015a00002oHs6JAAS,Target,,USD,150000,0,Data Migration AMPDS,2022-02-27T21:32:16.000+0000,Data Migration AMPDS,2022-05-24T11:20:28.000+0000
0065a000014095nAAA,Intranet Discovery,KAISER Foundation Health / Hospitals (Kaiser Permanente),2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:14:29.000+0000,0015a00002oHs6BAAS,Settled,,USD,35000,0,Data Migration AMPDS,2022-03-21T20:14:35.000+0000,Data Migration AMPDS,2022-05-22T21:05:19.000+0000
0065a0000140HViAAM,Planning Session,Belk,2021-08-02T22:51:35.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:21:32.000+0000,0015a00002oHs6JAAS,Lost,,USD,300000,0,Data Migration AMPDS,2020-04-22T14:51:06.000+0000,Data Migration AMPDS,2022-05-24T11:20:53.000+0000
0065a0000140I8oAAE,Groupon Chicago Resource,"Groupon, Incorporated",2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:56:59.000+0000,0015a00002oHryqAAC,Lost,,USD,0,0,Data Migration AMPDS,2021-05-20T16:48:47.000+0000,Data Migration AMPDS,2022-05-24T11:32:29.000+0000
0065a0000140HnCAAU,Argo Chicago Refresh,Argo Group US,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:47:50.000+0000,0015a00002oHrysAAC,Settled,,USD,37500,0,Data Migration AMPDS,2020-07-29T20:27:47.000+0000,Data Migration AMPDS,2022-05-24T11:25:48.000+0000
0065a0000140H4DAAU,"PIT: Argo AI, LLC",Argo Group US,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:47:50.000+0000,0015a00002oHrysAAC,Settled,,USD,63360,0,Data Migration AMPDS,2021-07-30T14:25:17.000+0000,Data Migration AMPDS,2022-05-24T11:13:51.000+0000
0065a0000140IJrAAM,Lane Powell,Lane Powell PC,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:01:57.000+0000,0015a00002oHrzXAAS,Lost,,USD,0,0,Data Migration AMPDS,2021-01-28T21:53:47.000+0000,Data Migration AMPDS,2022-05-24T11:35:51.000+0000
0065a0000140E84AAE,Santa Monica Relocation,Entravision Communications Corporation,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T17:56:22.000+0000,0015a00002oHrzZAAS,Lost,,USD,120000,0,Data Migration AMPDS,2021-12-16T16:49:23.000+0000,Data Migration AMPDS,2022-05-24T10:42:20.000+0000
0065a0000140HBbAAM,Groupon workplace,"Groupon, Incorporated",2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:56:59.000+0000,0015a00002oHryqAAC,Target,,USD,0,0,Data Migration AMPDS,2021-06-17T19:30:10.000+0000,Data Migration AMPDS,2022-05-24T11:16:00.000+0000
0065a0000140Ms3AAE,Re-entry campaign,Washington Metropolitan Area Transit Authority,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:07:41.000+0000,0015a00002oHrytAAC,Settled,,USD,97227,0,Data Migration AMPDS,2020-06-15T13:14:44.000+0000,Data Migration AMPDS,2022-05-24T09:07:30.000+0000
0065a0000140HpQAAU,Amentum,Amentum,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:47:13.000+0000,0015a00002oHrzAAAS,Lost,,USD,50000,0,Data Migration AMPDS,2021-01-26T15:10:46.000+0000,Data Migration AMPDS,2022-05-24T11:26:28.000+0000
0065a0000140IdcAAE,MATOC IDIQ including project management,Washington Metropolitan Area Transit Authority,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:07:41.000+0000,0015a00002oHrytAAC,Target,,USD,0,0,Data Migration AMPDS,2022-01-24T15:54:07.000+0000,Data Migration AMPDS,2022-05-24T11:41:44.000+0000
0065a0000140I98AAE,Global Portfolio,"Groupon, Incorporated",2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:56:59.000+0000,0015a00002oHryqAAC,Proposal,,USD,0,0,Data Migration AMPDS,2020-02-28T17:58:18.000+0000,Data Migration AMPDS,2022-05-24T11:32:40.000+0000
0065a0000140IdnAAE,white flint station,Washington Metropolitan Area Transit Authority,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:07:41.000+0000,0015a00002oHrytAAC,Settled,,USD,0,0,Data Migration AMPDS,2021-05-24T13:38:11.000+0000,Data Migration AMPDS,2022-05-24T11:41:44.000+0000
0065a0000140NAMAA2,"ARGO, 600K sf portfolio",Argo Group US,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:47:50.000+0000,0015a00002oHrysAAC,Lost,,USD,0,0,Data Migration AMPDS,2020-04-15T20:31:33.000+0000,Data Migration AMPDS,2022-05-24T09:47:42.000+0000
0065a00001408s3AAA,Visual Merch,ULTA Beauty,2021-08-02T22:51:07.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-22T20:50:02.000+0000,0015a00002oHrycAAC,Lost,,USD,0,0,Data Migration AMPDS,2015-03-13T19:39:17.000+0000,Data Migration AMPDS,2022-05-22T20:50:00.000+0000
0065a0000140J9FAAU,Valley National Bank Orlando Office,Valley National Bancorp,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:25:01.000+0000,0015a00002oHrshAAC,Settled,,USD,9000,0,Data Migration AMPDS,2021-09-23T19:41:55.000+0000,Data Migration AMPDS,2022-05-24T11:51:04.000+0000
0065a0000140DciAAE,NRDC in Santa Monica,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Settled,,USD,80000,0,Data Migration AMPDS,2020-12-15T00:28:55.000+0000,Data Migration AMPDS,2022-05-24T10:38:44.000+0000
0065a0000140IlYAAU,AVG Menlo Park TI,Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,29000,0,Data Migration AMPDS,2021-06-14T23:41:48.000+0000,Data Migration AMPDS,2022-05-24T11:44:17.000+0000
0065a0000140HeVAAU,Natural Resources Defense Council Chicago,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Target,,USD,0,0,Data Migration AMPDS,2022-02-17T23:04:09.000+0000,Data Migration AMPDS,2022-05-24T11:23:25.000+0000
0065a0000140I20AAE,Move Management,Amazon Robotics,2021-08-02T22:50:37.000+0000,CS Data Migration Team,IDQ USER,2022-05-27T06:34:57.000+0000,0015a00002oHruKAAS,Lost,,USD,0,0,Data Migration AMPDS,2021-07-19T16:39:04.000+0000,Data Migration AMPDS,2022-05-24T11:30:32.000+0000
0065a0000140I21AAE,August Staffing,Amazon Robotics,2021-08-02T22:50:37.000+0000,CS Data Migration Team,IDQ USER,2022-05-27T06:34:57.000+0000,0015a00002oHruKAAS,Settled,,USD,0,0,Data Migration AMPDS,2021-07-19T16:39:56.000+0000,Data Migration AMPDS,2022-05-24T11:30:32.000+0000
0065a0000140HyuAAE,Manchester,Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,0,0,Data Migration AMPDS,2020-09-24T18:27:56.000+0000,Data Migration AMPDS,2022-05-24T11:29:28.000+0000
0065a0000140HubAAE,"300,000 s.f. suburb space",Amazon Robotics,2021-08-02T22:50:37.000+0000,CS Data Migration Team,IDQ USER,2022-05-27T06:34:57.000+0000,0015a00002oHruKAAS,Lost,,USD,0,0,Data Migration AMPDS,2020-09-24T18:32:20.000+0000,Data Migration AMPDS,2022-05-24T11:28:23.000+0000
0065a0000140HfXAAU,Potential New Campus,University of Chicago,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:43:29.000+0000,0015a00002oHrtBAAS,Lost,,USD,0,0,Data Migration AMPDS,2020-02-28T18:18:33.000+0000,Data Migration AMPDS,2022-05-24T11:23:38.000+0000
0065a0000140HgVAAU,UC McCormick and Lutheran Redevelopment,University of Chicago,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:43:29.000+0000,0015a00002oHrtBAAS,Lost,,USD,0,0,Data Migration AMPDS,2021-06-17T16:28:11.000+0000,Data Migration AMPDS,2022-05-24T11:24:04.000+0000
0065a0000140HiPAAU,Alumni Venture Group MSA,Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,0,0,Data Migration AMPDS,2021-02-18T23:24:54.000+0000,Data Migration AMPDS,2022-05-24T11:24:30.000+0000
0065a0000140HiSAAU,Alumni Venture Group,Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,50000,0,Data Migration AMPDS,2021-02-15T23:14:11.000+0000,Data Migration AMPDS,2022-05-24T11:24:30.000+0000
0065a0000140G4uAAE,IBC Bank Bldg.-500 W. 5th Street,Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,10000,0,Data Migration AMPDS,2021-10-06T18:22:12.000+0000,Data Migration AMPDS,2022-05-24T11:04:26.000+0000
0065a0000140G63AAE,"Austin-10,000 SF TI",Alumni Ventures Group (AVG),2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:15:14.000+0000,0015a00002oHrtuAAC,Settled,,USD,10000,0,Data Migration AMPDS,2021-03-19T01:52:32.000+0000,Data Migration AMPDS,2022-05-24T11:04:38.000+0000
0065a0000140G7cAAE,NRDC,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Negotiation,,USD,0,0,Data Migration AMPDS,2021-06-22T22:29:03.000+0000,Data Migration AMPDS,2022-05-24T11:04:53.000+0000
0065a0000140FhpAAE,Valley National Bank: NJ HQ 2020,Valley National Bancorp,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:25:01.000+0000,0015a00002oHrshAAC,Settled,,USD,151875,0,Data Migration AMPDS,2020-08-31T16:22:24.000+0000,Data Migration AMPDS,2022-05-24T10:57:49.000+0000
0065a0000140FxCAAU,Lake Vista VII,Mr. Cooper,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T20:49:58.000+0000,0015a00002oHrsrAAC,Lost,,USD,437500,0,Data Migration AMPDS,2021-04-12T04:18:17.000+0000,Data Migration AMPDS,2022-05-24T11:03:01.000+0000
0065a0000140GJxAAM,NRDC NYC HQ,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Negotiation,,USD,0,0,Data Migration AMPDS,2021-11-29T17:35:14.000+0000,Data Migration AMPDS,2022-05-24T11:07:56.000+0000
0065a0000140EESAA2,Valley National Bank- Sustainability Strategy Add Services,Valley National Bancorp,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:25:01.000+0000,0015a00002oHrshAAC,Settled,,USD,50000,0,Data Migration AMPDS,2021-10-25T16:06:34.000+0000,Data Migration AMPDS,2022-05-24T10:44:24.000+0000
0065a0000140EEaAAM,Valley National Bank- Environmental Certification Strategies LEED/WELL/Fitwel,Valley National Bancorp,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:25:01.000+0000,0015a00002oHrshAAC,Lost,,USD,92000,0,Data Migration AMPDS,2021-03-23T20:26:47.000+0000,Data Migration AMPDS,2022-05-24T10:44:35.000+0000
0065a0000140EEdAAM,NRDC - Sustainable Design Support - 2021 - 2023,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Lost,,USD,75000,0,Data Migration AMPDS,2021-08-18T15:40:21.000+0000,Data Migration AMPDS,2022-05-24T10:44:35.000+0000
0065a0000140EElAAM,Valley National Bank- Sustainability Advisory,Valley National Bancorp,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T22:25:01.000+0000,0015a00002oHrshAAC,Settled,,USD,45000,0,Data Migration AMPDS,2020-09-23T17:04:48.000+0000,Data Migration AMPDS,2022-05-24T10:44:35.000+0000
0065a0000140FPiAAM,NRDC Chicago Sustainability,"NATURAL RESOURCES DEFENSE COUNCIL, Incorporated (NRDC)",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:42:33.000+0000,0015a00002oHruoAAC,Target,,USD,35000,0,Data Migration AMPDS,2022-02-23T19:07:23.000+0000,Data Migration AMPDS,2022-05-24T10:51:36.000+0000
0065a0000140DtyAAE,OP Facility Indiana,University of Chicago,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:43:29.000+0000,0015a00002oHrtBAAS,Settled,,USD,115000,0,Data Migration AMPDS,2021-08-18T14:08:50.000+0000,Data Migration AMPDS,2022-05-24T10:37:26.000+0000
0065a0000140DVyAAM,Tolleson Wealth Mgmt,"Tolleson Wealth Management, Incorporated",2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T17:14:51.000+0000,0015a00002oHrugAAC,Lost,,USD,35000,0,Data Migration AMPDS,2020-05-21T15:39:04.000+0000,Data Migration AMPDS,2022-05-24T07:03:59.000+0000
0065a0000140N6xAAE,Assessment: Hospital portfolio 4m s.f. ,Tampa General Hospital,2021-08-02T22:50:37.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:46:21.000+0000,0015a00002oHrsOAAS,Lost,,USD,60000,0,Data Migration AMPDS,2020-05-08T16:56:12.000+0000,Data Migration AMPDS,2022-05-24T09:46:12.000+0000
0065a00001408vXAAQ,CPG POV Opportunity,Bayer Healthcare Pharmaceuticals Incorporated,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:51:30.000+0000,0015a00002oHro0AAC,Lost,,USD,0,0,Data Migration AMPDS,2015-06-04T14:12:09.000+0000,Data Migration AMPDS,2022-05-22T20:53:36.000+0000
0065a00001408vbAAA,The Self-Care & Connected Health Drug Store/Pad of the Future 2016 Phase,Bayer Healthcare Pharmaceuticals Incorporated,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T21:51:30.000+0000,0015a00002oHro0AAC,Lost,,USD,200000,0,Data Migration AMPDS,2015-08-26T14:15:30.000+0000,Data Migration AMPDS,2022-05-22T20:53:39.000+0000
0065a0000140AajAAE,Reception Branding,Google,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:03:37.000+0000,0015a00002oHrmbAAC,Lost,,USD,100000,0,Data Migration AMPDS,2019-08-26T13:08:56.000+0000,Data Migration AMPDS,2022-05-23T07:49:20.000+0000
0065a0000140DBpAAM,Schwab/TD Ameritrade Merger,Charles Schwab Corporation,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T17:47:43.000+0000,0015a00002oHrmiAAC,Lost,,USD,0,0,Data Migration AMPDS,2020-04-15T21:10:26.000+0000,Data Migration AMPDS,2022-05-24T07:01:24.000+0000
0065a00001408poAAA,Retail Store,Charles Schwab Corporation,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T17:47:43.000+0000,0015a00002oHrmiAAC,Lost,,USD,0,0,Data Migration AMPDS,2015-06-08T13:59:31.000+0000,Data Migration AMPDS,2022-05-22T20:47:52.000+0000
0065a0000140DuAAAU,Dow Interior Build-out,Dow Chemical Company,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Diane Kovacich,2022-05-25T17:27:39.000+0000,0015a00002oHrncAAC,Target,,USD,0,0,Data Migration AMPDS,2021-07-22T21:05:56.000+0000,Data Migration AMPDS,2022-05-24T10:37:26.000+0000
0065a0000140DuhAAE,Office Relocation,Dow Chemical Company,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Diane Kovacich,2022-05-25T17:27:39.000+0000,0015a00002oHrncAAC,Lost,,USD,0,0,Data Migration AMPDS,2022-01-21T21:39:56.000+0000,Data Migration AMPDS,2022-05-24T10:37:39.000+0000
0065a0000140Dx9AAE,Phoenix site work,Charles Schwab Corporation,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-23T17:47:43.000+0000,0015a00002oHrmiAAC,Lost,,USD,25000,0,Data Migration AMPDS,2021-01-15T00:40:11.000+0000,Data Migration AMPDS,2022-05-24T10:39:22.000+0000
0065a0000140DzEAAU,Charter 2022 opps & COs,Charter Communications,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:50:24.000+0000,0015a00002oHrnGAAS,Target,,USD,125000,0,Data Migration AMPDS,2020-04-10T19:08:46.000+0000,Data Migration AMPDS,2022-05-24T10:39:22.000+0000
0065a0000140E0nAAE,Charter Hilo - CO,Charter Communications,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:50:24.000+0000,0015a00002oHrnGAAS,Settled,,USD,40000,0,Data Migration AMPDS,2021-12-16T15:59:18.000+0000,Data Migration AMPDS,2022-05-24T10:39:47.000+0000
0065a0000140E2jAAE,Google Civil,Google,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:03:37.000+0000,0015a00002oHrmbAAC,Lost,,USD,20000,0,Data Migration AMPDS,2020-06-12T20:21:23.000+0000,Data Migration AMPDS,2022-05-24T10:40:25.000+0000
0065a0000140E2oAAE,Mesa Civils,Google,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:03:37.000+0000,0015a00002oHrmbAAC,Settled,,USD,0,0,Data Migration AMPDS,2020-11-14T05:51:53.000+0000,Data Migration AMPDS,2022-05-24T10:40:25.000+0000
0065a0000140ECyAAM,Google- 450 W 15th Sustainability Consulting,Google,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:03:37.000+0000,0015a00002oHrmbAAC,Lost,,USD,381100,0,Data Migration AMPDS,2020-10-20T18:14:08.000+0000,Data Migration AMPDS,2022-05-24T10:43:56.000+0000
0065a0000140EFjAAM,Google - Multiple Locations,Google,2021-08-02T22:50:11.000+0000,CS Data Migration Team,Data Migration AMPDS,2022-05-24T09:03:37.000+0000,0015a00002oHrmbAAC,Lost,,USD,100000,0,Data Migration AMPDS,2020-09-08T19:01:49.000+0000,Data Migration AMPDS,2022-05-24T10:45:00.000+0000
